5|\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EC\\4e239cb8:CEDIS30_502\\|Exposition des Auges gegenüber Chemikalien|N|LA |\N|CEDIS30:502|\N|concept_cd|concept_dimension|concept_path|T|LIKE|\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EC\\4e239cb8:CEDIS30_502\\|\N|\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EC\\4e239cb8:CEDIS30_502\\|@|2016-02-19 13:48:55.882935|2016-02-19 13:48:48.57|2016-02-19 13:48:55.882935|test|\N|\N|\N|\N
5|\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EC\\4e239cb8:CEDIS30_503\\|Fremdkörper im Auge|N|LA |\N|CEDIS30:503|\N|concept_cd|concept_dimension|concept_path|T|LIKE|\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EC\\4e239cb8:CEDIS30_503\\|\N|\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EC\\4e239cb8:CEDIS30_503\\|@|2016-02-19 13:48:55.885889|2016-02-19 13:48:48.57|2016-02-19 13:48:55.885889|test|\N|\N|\N|\N
5|\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EC\\4e239cb8:CEDIS30_504\\|Sehstörung|N|LA |\N|CEDIS30:504|\N|concept_cd|concept_dimension|concept_path|T|LIKE|\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EC\\4e239cb8:CEDIS30_504\\|\N|\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EC\\4e239cb8:CEDIS30_504\\|@|2016-02-19 13:48:55.888662|2016-02-19 13:48:48.57|2016-02-19 13:48:55.888662|test|\N|\N|\N|\N
5|\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EC\\4e239cb8:CEDIS30_505\\|Augenschmerzen|N|LA |\N|CEDIS30:505|\N|concept_cd|concept_dimension|concept_path|T|LIKE|\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EC\\4e239cb8:CEDIS30_505\\|\N|\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EC\\4e239cb8:CEDIS30_505\\|@|2016-02-19 13:48:55.891526|2016-02-19 13:48:48.57|2016-02-19 13:48:55.891526|test|\N|\N|\N|\N
5|\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EC\\4e239cb8:CEDIS30_506\\|Rote Augen, Ausfluss aus dem Auge|N|LA |\N|CEDIS30:506|\N|concept_cd|concept_dimension|concept_path|T|LIKE|\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EC\\4e239cb8:CEDIS30_506\\|\N|\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EC\\4e239cb8:CEDIS30_506\\|@|2016-02-19 13:48:55.894825|2016-02-19 13:48:48.57|2016-02-19 13:48:55.894825|test|\N|\N|\N|\N
5|\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EC\\4e239cb8:CEDIS30_507\\|Lichtscheu|N|LA |\N|CEDIS30:507|\N|concept_cd|concept_dimension|concept_path|T|LIKE|\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EC\\4e239cb8:CEDIS30_507\\|\N|\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EC\\4e239cb8:CEDIS30_507\\|@|2016-02-19 13:48:55.898079|2016-02-19 13:48:48.57|2016-02-19 13:48:55.898079|test|\N|\N|\N|\N
5|\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EC\\4e239cb8:CEDIS30_508\\|Doppelbilder|N|LA |\N|CEDIS30:508|\N|concept_cd|concept_dimension|concept_path|T|LIKE|\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EC\\4e239cb8:CEDIS30_508\\|\N|\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EC\\4e239cb8:CEDIS30_508\\|@|2016-02-19 13:48:55.901051|2016-02-19 13:48:48.57|2016-02-19 13:48:55.901051|test|\N|\N|\N|\N
5|\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EC\\4e239cb8:CEDIS30_509\\|Periorbitale Schwellung|N|LA |\N|CEDIS30:509|\N|concept_cd|concept_dimension|concept_path|T|LIKE|\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EC\\4e239cb8:CEDIS30_509\\|\N|\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EC\\4e239cb8:CEDIS30_509\\|@|2016-02-19 13:48:55.904324|2016-02-19 13:48:48.57|2016-02-19 13:48:55.904324|test|\N|\N|\N|\N
5|\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EC\\4e239cb8:CEDIS30_510\\|Trauma Auge|N|LA |\N|CEDIS30:510|\N|concept_cd|concept_dimension|concept_path|T|LIKE|\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EC\\4e239cb8:CEDIS30_510\\|\N|\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EC\\4e239cb8:CEDIS30_510\\|@|2016-02-19 13:48:55.90659|2016-02-19 13:48:48.57|2016-02-19 13:48:55.90659|test|\N|\N|\N|\N
5|\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EC\\4e239cb8:CEDIS30_511\\|Kontrolluntersuchung der Augen|N|LA |\N|CEDIS30:511|\N|concept_cd|concept_dimension|concept_path|T|LIKE|\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EC\\4e239cb8:CEDIS30_511\\|\N|\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EC\\4e239cb8:CEDIS30_511\\|@|2016-02-19 13:48:55.909221|2016-02-19 13:48:48.57|2016-02-19 13:48:55.909221|test|\N|\N|\N|\N
4|\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EV\\|Umweltbedingt|N|FA |\N|CEDIS30:EV|\N|concept_cd|concept_dimension|concept_path|T|LIKE|\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EV\\|\N|\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EV\\|@|2016-02-19 13:48:55.913|2016-02-19 13:48:48.57|2016-02-19 13:48:55.913|test|\N|\N|\N|\N
5|\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EV\\4e239cb8:CEDIS30_201\\|Erfrierung/Kälteverletzung|N|LA |\N|CEDIS30:201|\N|concept_cd|concept_dimension|concept_path|T|LIKE|\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EV\\4e239cb8:CEDIS30_201\\|\N|\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EV\\4e239cb8:CEDIS30_201\\|@|2016-02-19 13:48:55.915246|2016-02-19 13:48:48.57|2016-02-19 13:48:55.915246|test|\N|\N|\N|\N
