\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_CV\\4e239cb8:CEDIS30_009\\|CEDIS30:009|ödem, generalisiert|\N|2016-02-16 16:16:40.629532|2016-02-16 16:16:31.276|2016-02-16 16:16:40.629532|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_CV\\4e239cb8:CEDIS30_010\\|CEDIS30:010|Beinschwellung/ödem|\N|2016-02-16 16:16:40.632231|2016-02-16 16:16:31.276|2016-02-16 16:16:40.632231|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_CV\\4e239cb8:CEDIS30_011\\|CEDIS30:011|kühle, pulslose Extremität|\N|2016-02-16 16:16:40.634907|2016-02-16 16:16:31.276|2016-02-16 16:16:40.634907|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_CV\\4e239cb8:CEDIS30_012\\|CEDIS30:012|eine Extremität gerötet, überwärmt|\N|2016-02-16 16:16:40.63869|2016-02-16 16:16:31.276|2016-02-16 16:16:40.63869|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EC\\|CEDIS30:EC|Augenheilkunde|\N|2016-02-16 16:16:40.641556|2016-02-16 16:16:31.276|2016-02-16 16:16:40.641556|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EC\\4e239cb8:CEDIS30_502\\|CEDIS30:502|Exposition des Auges gegenüber Chemikalien|\N|2016-02-16 16:16:40.643973|2016-02-16 16:16:31.276|2016-02-16 16:16:40.643973|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EC\\4e239cb8:CEDIS30_503\\|CEDIS30:503|Fremdkörper im Auge|\N|2016-02-16 16:16:40.646137|2016-02-16 16:16:31.276|2016-02-16 16:16:40.646137|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EC\\4e239cb8:CEDIS30_504\\|CEDIS30:504|Sehstörung|\N|2016-02-16 16:16:40.648616|2016-02-16 16:16:31.276|2016-02-16 16:16:40.648616|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EC\\4e239cb8:CEDIS30_505\\|CEDIS30:505|Augenschmerzen|\N|2016-02-16 16:16:40.651225|2016-02-16 16:16:31.276|2016-02-16 16:16:40.651225|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EC\\4e239cb8:CEDIS30_506\\|CEDIS30:506|rote Augen, Ausfluss aus dem Auge|\N|2016-02-16 16:16:40.653985|2016-02-16 16:16:31.276|2016-02-16 16:16:40.653985|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EC\\4e239cb8:CEDIS30_507\\|CEDIS30:507|Lichtscheu|\N|2016-02-16 16:16:40.656965|2016-02-16 16:16:31.276|2016-02-16 16:16:40.656965|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EC\\4e239cb8:CEDIS30_508\\|CEDIS30:508|Doppelbilder|\N|2016-02-16 16:16:40.659497|2016-02-16 16:16:31.276|2016-02-16 16:16:40.659497|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EC\\4e239cb8:CEDIS30_509\\|CEDIS30:509|periorbitale Schwellung|\N|2016-02-16 16:16:40.661946|2016-02-16 16:16:31.276|2016-02-16 16:16:40.661946|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EC\\4e239cb8:CEDIS30_510\\|CEDIS30:510|Trauma Auge|\N|2016-02-16 16:16:40.664782|2016-02-16 16:16:31.276|2016-02-16 16:16:40.664782|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EC\\4e239cb8:CEDIS30_511\\|CEDIS30:511|Kontrolluntersuchung der Augen|\N|2016-02-16 16:16:40.6677|2016-02-16 16:16:31.276|2016-02-16 16:16:40.6677|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EV\\|CEDIS30:EV|Umweltbedingt|\N|2016-02-16 16:16:40.670466|2016-02-16 16:16:31.276|2016-02-16 16:16:40.670466|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EV\\4e239cb8:CEDIS30_201\\|CEDIS30:201|Erfrierung / Kälteverletzung|\N|2016-02-16 16:16:40.672929|2016-02-16 16:16:31.276|2016-02-16 16:16:40.672929|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EV\\4e239cb8:CEDIS30_202\\|CEDIS30:202|schädliche Inhalation|\N|2016-02-16 16:16:40.675415|2016-02-16 16:16:31.276|2016-02-16 16:16:40.675415|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EV\\4e239cb8:CEDIS30_203\\|CEDIS30:203|Stromunfall|\N|2016-02-16 16:16:40.677877|2016-02-16 16:16:31.276|2016-02-16 16:16:40.677877|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EV\\4e239cb8:CEDIS30_204\\|CEDIS30:204|Exposition gegenüber Chemikalien|\N|2016-02-16 16:16:40.681167|2016-02-16 16:16:31.276|2016-02-16 16:16:40.681167|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EV\\4e239cb8:CEDIS30_205\\|CEDIS30:205|Unterkühlung|\N|2016-02-16 16:16:40.683488|2016-02-16 16:16:31.276|2016-02-16 16:16:40.683488|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_EV\\4e239cb8:CEDIS30_206\\|CEDIS30:206|Beinahe-Ertrinken|\N|2016-02-16 16:16:40.685733|2016-02-16 16:16:31.276|2016-02-16 16:16:40.685733|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_GI\\|CEDIS30:GI|Gastrointestinal|\N|2016-02-16 16:16:40.688112|2016-02-16 16:16:31.276|2016-02-16 16:16:40.688112|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_GI\\4e239cb8:CEDIS30_251\\|CEDIS30:251|Bauchschmerzen|\N|2016-02-16 16:16:40.690961|2016-02-16 16:16:31.276|2016-02-16 16:16:40.690961|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_GI\\4e239cb8:CEDIS30_252\\|CEDIS30:252|Anorexie|\N|2016-02-16 16:16:40.694301|2016-02-16 16:16:31.276|2016-02-16 16:16:40.694301|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_GI\\4e239cb8:CEDIS30_253\\|CEDIS30:253|Verstopfung|\N|2016-02-16 16:16:40.696846|2016-02-16 16:16:31.276|2016-02-16 16:16:40.696846|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_GI\\4e239cb8:CEDIS30_254\\|CEDIS30:254|Durchfall|\N|2016-02-16 16:16:40.699549|2016-02-16 16:16:31.276|2016-02-16 16:16:40.699549|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_GI\\4e239cb8:CEDIS30_255\\|CEDIS30:255|Fremdkörper im Rektum|\N|2016-02-16 16:16:40.702109|2016-02-16 16:16:31.276|2016-02-16 16:16:40.702109|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_GI\\4e239cb8:CEDIS30_256\\|CEDIS30:256|Leistenschmerzen/-schwellung|\N|2016-02-16 16:16:40.704657|2016-02-16 16:16:31.276|2016-02-16 16:16:40.704657|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_GI\\4e239cb8:CEDIS30_257\\|CEDIS30:257|übelkeit und/oder Erbrechen|\N|2016-02-16 16:16:40.707154|2016-02-16 16:16:31.276|2016-02-16 16:16:40.707154|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_GI\\4e239cb8:CEDIS30_258\\|CEDIS30:258|Rektale/perineale Schmerzen|\N|2016-02-16 16:16:40.70998|2016-02-16 16:16:31.276|2016-02-16 16:16:40.70998|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_GI\\4e239cb8:CEDIS30_259\\|CEDIS30:259|Bluterbrechen|\N|2016-02-16 16:16:40.712741|2016-02-16 16:16:31.276|2016-02-16 16:16:40.712741|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_GI\\4e239cb8:CEDIS30_260\\|CEDIS30:260|peranaler Blutabgang / Melaena|\N|2016-02-16 16:16:40.715392|2016-02-16 16:16:31.276|2016-02-16 16:16:40.715392|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_GI\\4e239cb8:CEDIS30_261\\|CEDIS30:261|Ikterus|\N|2016-02-16 16:16:40.717761|2016-02-16 16:16:31.276|2016-02-16 16:16:40.717761|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_GI\\4e239cb8:CEDIS30_262\\|CEDIS30:262|Schluckauf|\N|2016-02-16 16:16:40.720194|2016-02-16 16:16:31.276|2016-02-16 16:16:40.720194|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_GI\\4e239cb8:CEDIS30_263\\|CEDIS30:263|Abdominelle Raumforderung / Gespanntes Abdomen|\N|2016-02-16 16:16:40.723891|2016-02-16 16:16:31.276|2016-02-16 16:16:40.723891|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_GI\\4e239cb8:CEDIS30_264\\|CEDIS30:264|Trauma anal / rektal|\N|2016-02-16 16:16:40.728005|2016-02-16 16:16:31.276|2016-02-16 16:16:40.728005|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_GI\\4e239cb8:CEDIS30_265\\|CEDIS30:265|Fremdkörper oral / ösophageal|\N|2016-02-16 16:16:40.731043|2016-02-16 16:16:31.276|2016-02-16 16:16:40.731043|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_GI\\4e239cb8:CEDIS30_266\\|CEDIS30:266|Trinkstörung des Neugeborenen|\N|2016-02-16 16:16:40.734686|2016-02-16 16:16:31.276|2016-02-16 16:16:40.734686|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_GI\\4e239cb8:CEDIS30_267\\|CEDIS30:267|Neugeborenenikterus|\N|2016-02-16 16:16:40.737518|2016-02-16 16:16:31.276|2016-02-16 16:16:40.737518|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_GU\\|CEDIS30:GU|Geburtshilfe / Gynäkologie|\N|2016-02-16 16:16:40.740804|2016-02-16 16:16:31.276|2016-02-16 16:16:40.740804|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_GU\\4e239cb8:CEDIS30_301\\|CEDIS30:301|Flankenschmerz|\N|2016-02-16 16:16:40.743716|2016-02-16 16:16:31.276|2016-02-16 16:16:40.743716|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_GU\\4e239cb8:CEDIS30_302\\|CEDIS30:302|Hämaturie|\N|2016-02-16 16:16:40.746518|2016-02-16 16:16:31.276|2016-02-16 16:16:40.746518|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_GU\\4e239cb8:CEDIS30_303\\|CEDIS30:303|genitaler Ausfluss / Läsion|\N|2016-02-16 16:16:40.749147|2016-02-16 16:16:31.276|2016-02-16 16:16:40.749147|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_GU\\4e239cb8:CEDIS30_304\\|CEDIS30:304|Penisschwellung|\N|2016-02-16 16:16:40.75175|2016-02-16 16:16:31.276|2016-02-16 16:16:40.75175|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_GU\\4e239cb8:CEDIS30_305\\|CEDIS30:305|skrotale Schmerzen und/oder Schwellung|\N|2016-02-16 16:16:40.754192|2016-02-16 16:16:31.276|2016-02-16 16:16:40.754192|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_GU\\4e239cb8:CEDIS30_306\\|CEDIS30:306|Harnverhalt|\N|2016-02-16 16:16:40.756577|2016-02-16 16:16:31.276|2016-02-16 16:16:40.756577|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_GU\\4e239cb8:CEDIS30_307\\|CEDIS30:307|Beschwerden bei Harnwegsinfekt|\N|2016-02-16 16:16:40.759106|2016-02-16 16:16:31.276|2016-02-16 16:16:40.759106|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_GU\\4e239cb8:CEDIS30_308\\|CEDIS30:308|Oligurie|\N|2016-02-16 16:16:40.76119|2016-02-16 16:16:31.276|2016-02-16 16:16:40.76119|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_GU\\4e239cb8:CEDIS30_309\\|CEDIS30:309|Polyurie|\N|2016-02-16 16:16:40.763596|2016-02-16 16:16:31.276|2016-02-16 16:16:40.763596|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_GU\\4e239cb8:CEDIS30_310\\|CEDIS30:310|Trauma genital|\N|2016-02-16 16:16:40.766039|2016-02-16 16:16:31.276|2016-02-16 16:16:40.766039|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_GU\\4e239cb8:CEDIS30_451\\|CEDIS30:451|Menstruationsbeschwerden|\N|2016-02-16 16:16:40.768359|2016-02-16 16:16:31.276|2016-02-16 16:16:40.768359|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_GU\\4e239cb8:CEDIS30_452\\|CEDIS30:452|Fremdkörper in der Vagina|\N|2016-02-16 16:16:40.77211|2016-02-16 16:16:31.276|2016-02-16 16:16:40.77211|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_GU\\4e239cb8:CEDIS30_453\\|CEDIS30:453|vaginaler Ausfluss|\N|2016-02-16 16:16:40.7746|2016-02-16 16:16:31.276|2016-02-16 16:16:40.7746|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_GU\\4e239cb8:CEDIS30_454\\|CEDIS30:454|sexueller übergriff|\N|2016-02-16 16:16:40.776986|2016-02-16 16:16:31.276|2016-02-16 16:16:40.776986|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_GU\\4e239cb8:CEDIS30_455\\|CEDIS30:455|Vaginale Blutung|\N|2016-02-16 16:16:40.779533|2016-02-16 16:16:31.276|2016-02-16 16:16:40.779533|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_GU\\4e239cb8:CEDIS30_456\\|CEDIS30:456|Schamlippenschwellung|\N|2016-02-16 16:16:40.781966|2016-02-16 16:16:31.276|2016-02-16 16:16:40.781966|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_GU\\4e239cb8:CEDIS30_457\\|CEDIS30:457|Schwangerschaftsprobleme <= 20. SSW|\N|2016-02-16 16:16:40.784412|2016-02-16 16:16:31.276|2016-02-16 16:16:40.784412|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_GU\\4e239cb8:CEDIS30_458\\|CEDIS30:458|Schwangerschaftsprobleme > 20. SSW|\N|2016-02-16 16:16:40.786774|2016-02-16 16:16:31.276|2016-02-16 16:16:40.786774|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_GU\\4e239cb8:CEDIS30_460\\|CEDIS30:460|vaginale Schmerzen / Schmerzen beim Geschlechtsverkehr|\N|2016-02-16 16:16:40.789434|2016-02-16 16:16:31.276|2016-02-16 16:16:40.789434|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_HNE\\|CEDIS30:HNE|HNO (Ohren)|\N|2016-02-16 16:16:40.791818|2016-02-16 16:16:31.276|2016-02-16 16:16:40.791818|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_HNE\\4e239cb8:CEDIS30_051\\|CEDIS30:051|Ohrenschmerzen|\N|2016-02-16 16:16:40.793912|2016-02-16 16:16:31.276|2016-02-16 16:16:40.793912|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_HNE\\4e239cb8:CEDIS30_052\\|CEDIS30:052|Fremdkörper im Ohr|\N|2016-02-16 16:16:40.796079|2016-02-16 16:16:31.276|2016-02-16 16:16:40.796079|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_HNE\\4e239cb8:CEDIS30_053\\|CEDIS30:053|Hörverlust|\N|2016-02-16 16:16:40.798628|2016-02-16 16:16:31.276|2016-02-16 16:16:40.798628|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_HNE\\4e239cb8:CEDIS30_054\\|CEDIS30:054|Tinnitus|\N|2016-02-16 16:16:40.800988|2016-02-16 16:16:31.276|2016-02-16 16:16:40.800988|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_HNE\\4e239cb8:CEDIS30_055\\|CEDIS30:055|Ausfluss aus dem Ohr|\N|2016-02-16 16:16:40.803766|2016-02-16 16:16:31.276|2016-02-16 16:16:40.803766|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_HNE\\4e239cb8:CEDIS30_056\\|CEDIS30:056|Ohrverletzung|\N|2016-02-16 16:16:40.806674|2016-02-16 16:16:31.276|2016-02-16 16:16:40.806674|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_HNM\\|CEDIS30:HNM|HNO (Mund, Rachen, Hals)|\N|2016-02-16 16:16:40.80919|2016-02-16 16:16:31.276|2016-02-16 16:16:40.80919|test|\N
\\i2b2\\4e239cb8:EmergencyNote\\4e239cb8:Basismodul\\4e239cb8:CEDIS30\\4e239cb8:CEDIS30_HNM\\4e239cb8:CEDIS30_101\\|CEDIS30:101|Zahn-/ Zahnfleischprobleme|\N|2016-02-16 16:16:40.812599|2016-02-16 16:16:31.276|2016-02-16 16:16:40.812599|test|\N
